sample	ERR11728851	ERR11728852	ERR11728855	ERR11728856	ERR11728857	ERR11728858	ERR11728860	ERR11728862	ERR11728863	ERR11728864	ERR11728865	ERR11728866	ERR11728867	ERR11728869	ERR11728871	ERR11728872	ERR11728873	ERR11728874	ERR11728875	ERR11728877	ERR11728879	ERR11728881	ERR11728882	ERR11728884	ERR11728885	ERR11728888	ERR11728891	ERR11728892	ERR11728894	ERR11728895	ERR11728896	ERR11728897	ERR11728898	ERR11728899	ERR11728900	ERR11728901	ERR11728902	ERR11728903	ERR11728904	ERR11728905	ERR11728906	ERR11728908	ERR11728909	ERR11728910	ERR11728911	ERR11728912	ERR11728913	ERR11728916	ERR11728917	ERR11728918	ERR11728919	ERR11728920	ERR11728922	ERR11728923	ERR11728924	ERR11728925	ERR11728926	ERR11728927	ERR11728928	ERR11728930	ERR11728932	ERR11728933	ERR11728934	ERR11728935	ERR11728936	ERR11728938	ERR11728940	ERR11728942	ERR11728943	ERR11728945	ERR11728946	ERR11728948	ERR11728949	ERR11728951	ERR11728952	ERR11728953	ERR11728954	ERR11728955	ERR11728956	ERR11728957	ERR11728959	ERR11728960	ERR11728961	ERR11728962	ERR11728966	ERR11728969	ERR11728970	ERR11728971	ERR11728974	ERR11728975	ERR11728976	ERR11728977	ERR11728978	ERR11728979	ERR11728981	ERR11728982	ERR11728983	ERR11728984	ERR11728985	ERR11728986
ERR11728865	0.00838426	0	0.295981	0.295981	0.295981	0.295981	0.295981	0.295981	0	0	0	0.00826969	0.00785531	0.00698112	0.00737682	0.00823165	0.00748619	0.00873204	0.00853806	0.000805673	0.00770681	0.00770681	0.00694555	0.00834599	0.0903831	0.00741321	0.00861543	0.00737682	0.00789262	0.23011	0.00726808	0.00770681	0.00877107	0.00873204	0.295981	0.210897	0.000312573	0.203604	0.210897	0.00178577	0.00785531	0.23011	0.210897	0.00936594	0.210897	0.0276889	0.0267335	0.00698112	0.00730426	0.00178577	0.0184965	0.210897	0.295981	0.0184965	0.23011	0.0184965	0.00723198	0.00781808	0.00160079	0.00804257	0.00730426	0.00741321	0.00766986	0.0184965	0.00853806	0.00774383	0.00865422	0.0224927	0.00842259	0.00741321	0.00730426	0.0149234	0.0083078	0.00842259	0.0134525	0.00781808	0.0134525	0.0134036	0.00744966	0.0081558	0.00128842	0.013112	0.00759618	0.00741321	0.0374354	0.00730426	0.00796745	0.00730426	0.00811798	0.00789262	0.00789262	0.00723198	0.00896738	0.00723198	0.00752278	0.00638544	0.00785531	0.00770681	0.00819369	0.00793
ERR11728866	0.00952763	0.00826969	0.295981	0.295981	0.295981	0.295981	0.295981	0.295981	0.00826969	0.00826969	0.00826969	0	0.00838426	0.00793	0.00924552	0.00956826	0.00888862	0.00058191	0.000880953	0.00838426	0.0090861	0.0090861	0.00789262	0.000119496	0.0914855	0.00904645	0.00103256	0.00846101	0.00924552	0.23011	0.00900687	0.0090861	0.00060662	0.00058191	0.295981	0.210897	0.0081558	0.203604	0.210897	0.00892796	0.00888862	0.23011	0.210897	0.00869309	0.210897	0.0206126	0.0284057	0.00916565	0.00896738	0.00892796	0.0189925	0.210897	0.295981	0.0189925	0.23011	0.0189925	0.00884936	0.00936594	0.00888862	0.00853806	0.00842259	0.00904645	0.0083078	0.0196275	0.00928558	0.00932572	0.00826969	0.0227838	0.00154832	0.00904645	0.00838426	0.0162749	0.00985499	0.00932572	0.0134036	0.00826969	0.0134036	0.0133547	0.00928558	0.0097316	0.00916565	0.0132573	0.00873204	0.00904645	0.0384495	0.00834599	0.00834599	0.00838426	0.00912584	0.00865422	0.00865422	0.00884936	0.00985499	0.00884936	0.00853806	0.00834599	0.00873204	0.00811798	0.00989629	0.00884936
ERR11728867	0.00877107	0.00785531	0.295981	0.295981	0.295981	0.263022	0.295981	0.263022	0.00785531	0.00785531	0.00785531	0.00838426	0	0.00763299	0.00800497	0.00884936	0.00834599	0.00877107	0.00853806	0.00793	0.00873204	0.00873204	0.00759618	0.00846101	0.0920479	0.00857671	0.00842259	0.00752278	0.00916565	0.23011	0.0083078	0.00873204	0.00877107	0.00877107	0.263022	0.210897	0.00789262	0.203604	0.210897	0.00842259	0.00823165	0.219531	0.210897	0.010314	0.210897	0.0267335	0.0281347	0.00892796	0.00928558	0.00842259	0.0191181	0.210897	0.295981	0.0191181	0.23011	0.0191181	0.00861543	0.00826969	0.0083078	0.00838426	0.00744966	0.00892796	0.00811798	0.0186813	0.00865422	0.00884936	0.00900687	0.0227107	0.00834599	0.00861543	0.00744966	0.0155619	0.00853806	0.00888862	0.0139988	0.000730741	0.0139988	0.0138485	0.00900687	0.00846101	0.00838426	0.0136496	0.00774383	0.00857671	0.0371871	0.00741321	0.00075568	0.00744966	0.00877107	0.00819369	0.00819369	0.00861543	0.00952763	0.00861543	0.00778092	0.00737682	0.00916565	0.00819369	0.00861543	0.00924552
ERR11728869	0.00912584	0.00698112	0.263022	0.263022	0.263022	0.295981	0.263022	0.295981	0.00698112	0.00698112	0.00698112	0.00793	0.00763299	0	0.0081558	0.0083078	0.00748619	0.0084995	0.00823165	0.00723198	0.0083078	0.0083078	4.76906e-05	0.00808024	0.0943778	0.00865422	0.00842259	0.00128842	0.00861543	0.23011	0.00846101	0.0083078	0.0084995	0.0084995	0.295981	0.219531	0.00691005	0.210897	0.219531	0.00789262	0.00173271	0.219531	0.210897	0.00417861	0.219531	0.0273375	0.0279555	0.00789262	0.00823165	0.00789262	0.0187432	0.219531	0.263022	0.0187432	0.23011	0.0187432	0.00869309	0.00834599	0.00789262	0.00229842	0.00139189	0.00869309	0.0084995	0.0187432	0.00857671	0.0090861	0.00924552	0.0240597	0.00808024	0.0084995	0.00136596	0.0152404	0.00861543	0.00708822	0.0129677	0.00759618	0.0129677	0.0129198	0.00888862	0.00865422	0.00774383	0.0125405	0.00175922	0.00865422	0.0316813	0.00144387	0.00770681	0.00141786	0.00960897	0.00229842	0.00229842	0.00869309	0.0101878	0.00869309	0.00186568	0.00741321	0.00920555	0.00173271	0.00865422	0.0090861
ERR11728871	0.0100207	0.00737682	0.295981	0.295981	0.295981	0.295981	0.295981	0.295981	0.00737682	0.00737682	0.00737682	0.00924552	0.00800497	0.0081558	0	0.00853806	0.00766986	0.00956826	0.00932572	0.00770681	0.0081558	0.0081558	0.00808024	0.00936594	0.0926182	0.00869309	0.00916565	0.00781808	0.00873204	0.23011	0.00881017	0.0081558	0.00956826	0.00956826	0.295981	0.210897	0.00730426	0.203604	0.210897	0.00766986	0.00896738	0.219531	0.210897	0.0100207	0.210897	0.0274249	0.0277775	0.00808024	0.00846101	0.00766986	0.0183741	0.210897	0.295981	0.0183741	0.23011	0.0183741	0.00865422	0.00912584	0.00770681	0.00904645	0.00778092	0.00900687	0.00842259	0.0177716	0.00834599	0.0090861	0.00892796	0.0229306	0.00944662	0.00873204	0.00774383	0.0156702	0.00964976	0.00892796	0.0136002	0.00789262	0.0136002	0.0138985	0.00900687	0.0090861	0.0083078	0.0138485	0.00808024	0.00869309	0.0370638	0.00774383	0.00800497	0.00774383	0.00881017	0.00900687	0.00900687	0.00865422	0.00884936	0.00865422	0.00785531	0.00683925	0.00932572	0.00861543	0.00969064	0.00932572
ERR11728872	0.00920555	0.00823165	0.295981	0.295981	0.295981	0.263022	0.295981	0.263022	0.00823165	0.00823165	0.00823165	0.00956826	0.00884936	0.0083078	0.00853806	0	0.00134007	0.0100623	0.00969064	0.00838426	0.00900687	0.00900687	0.00823165	0.00964976	0.0926182	0.00912584	0.00989629	0.00877107	0.00916565	0.23011	0.0090861	0.00900687	0.0100623	0.0100623	0.263022	0.210897	0.00834599	0.203604	0.210897	0.00924552	0.00916565	0.219531	0.210897	0.0107405	0.210897	0.0291421	0.0284057	0.00796745	0.00804257	0.00924552	0.0200167	0.210897	0.295981	0.0200167	0.23011	0.0200167	0.00912584	0.00892796	0.00920555	0.00900687	0.00892796	0.00912584	0.00865422	0.0202797	0.00243596	0.00956826	0.00960897	0.0239063	0.00969064	0.00896738	0.00888862	0.0157245	0.0090861	0.00940624	0.0147145	0.00881017	0.0147145	0.0145592	0.00936594	0.00912584	0.00900687	0.0139988	0.00924552	0.00912584	0.0396325	0.00888862	0.00892796	0.00884936	0.00846101	0.00884936	0.00884936	0.00912584	0.00916565	0.00912584	0.00932572	0.00842259	0.00956826	0.00877107	0.00912584	0.00944662
ERR11728873	0.00888862	0.00748619	0.295981	0.295981	0.295981	0.295981	0.295981	0.295981	0.00748619	0.00748619	0.00748619	0.00888862	0.00834599	0.00748619	0.00766986	0.00134007	0	0.00932572	0.00920555	0.00770681	0.00808024	0.00808024	0.00744966	0.00900687	0.0914855	0.00823165	0.00924552	0.00819369	0.0084995	0.23011	0.00793	0.00808024	0.00932572	0.00932572	0.295981	0.203604	0.00741321	0.203604	0.203604	0.00823165	0.0084995	0.219531	0.210897	0.0101041	0.210897	0.0287714	0.0273375	0.00705245	0.00730426	0.00823165	0.0193079	0.210897	0.295981	0.0193079	0.23011	0.0193079	0.0083078	0.00811798	0.0081558	0.00881017	0.0081558	0.00823165	0.0081558	0.0193079	0.00141786	0.00865422	0.00892796	0.0231524	0.00904645	0.00823165	0.0081558	0.0151872	0.00861543	0.0084995	0.0135508	0.00819369	0.0135508	0.0135016	0.00838426	0.00846101	0.00838426	0.0135016	0.00846101	0.00823165	0.0388388	0.0081558	0.00834599	0.0081558	0.00796745	0.00881017	0.00881017	0.0083078	0.00865422	0.0083078	0.00857671	0.00737682	0.00881017	0.00826969	0.00857671	0.00888862
ERR11728874	0.00981378	0.00873204	0.295981	0.295981	0.295981	0.295981	0.295981	0.295981	0.00873204	0.00873204	0.00873204	0.00058191	0.00877107	0.0084995	0.00956826	0.0100623	0.00932572	0	0.00028831	0.00881017	0.00932572	0.00932572	0.00846101	0.000458924	0.0893096	0.00912584	0.000434439	0.00896738	0.00944662	0.23011	0.00952763	0.00932572	2.38274e-05	0	0.263022	0.210897	0.00846101	0.203604	0.210897	0.00888862	0.00940624	0.23011	0.203604	0.00811798	0.210897	0.0198213	0.0280449	0.00944662	0.00916565	0.00888862	0.0188675	0.210897	0.295981	0.0188675	0.23011	0.0188675	0.00900687	0.00989629	0.00873204	0.00881017	0.00888862	0.00916565	0.00873204	0.0197565	0.00936594	0.00912584	0.00857671	0.0229306	0.00186568	0.00944662	0.00888862	0.0167251	0.0101041	0.00944662	0.0133059	0.00857671	0.0133059	0.0136991	0.00916565	0.00989629	0.00944662	0.0136991	0.00924552	0.00912584	0.0392331	0.00888862	0.00869309	0.00888862	0.00952763	0.00892796	0.00892796	0.00900687	0.00985499	0.00900687	0.00877107	0.00884936	0.00896738	0.0084995	0.0102298	0.00900687
ERR11728875	0.00960897	0.00853806	0.295981	0.295981	0.295981	0.295981	0.295981	0.295981	0.00853806	0.00853806	0.00853806	0.000880953	0.00853806	0.00823165	0.00932572	0.00969064	0.00920555	0.00028831	0	0.00853806	0.00912584	0.00912584	0.00819369	0.00075568	0.0893096	0.00884936	0.000143503	0.00877107	0.00904645	0.23011	0.00924552	0.00912584	0.000312573	0.00028831	0.263022	0.210897	0.00826969	0.203604	0.210897	0.00861543	0.0090861	0.23011	0.203604	0.0081558	0.210897	0.0193714	0.0279555	0.00920555	0.0090861	0.00861543	0.0188675	0.210897	0.295981	0.0188675	0.23011	0.0188675	0.00877107	0.00964976	0.00846101	0.00853806	0.00873204	0.00888862	0.00853806	0.0194991	0.00924552	0.00884936	0.00853806	0.0227107	0.00178577	0.00916565	0.00869309	0.0164427	0.00989629	0.00916565	0.0131603	0.00838426	0.0131603	0.0135016	0.00884936	0.00960897	0.00916565	0.0135016	0.00896738	0.00884936	0.0389696	0.00869309	0.0084995	0.00873204	0.00948708	0.00857671	0.00857671	0.00877107	0.00985499	0.00877107	0.00853806	0.00853806	0.00888862	0.00826969	0.0100207	0.00896738
ERR11728877	0.00857671	0.000805673	0.295981	0.295981	0.295981	0.295981	0.295981	0.295981	0.000805673	0.000805673	0.000805673	0.00838426	0.00793	0.00723198	0.00770681	0.00838426	0.00770681	0.00881017	0.00853806	0	0.00766986	0.00766986	0.00715996	0.00842259	0.0893096	0.00737682	0.00873204	0.00730426	0.00800497	0.23011	0.00752278	0.00766986	0.00884936	0.00881017	0.263022	0.203604	0.000830728	0.197292	0.203604	0.00208065	0.0081558	0.210897	0.197292	0.00948708	0.203604	0.0275126	0.0267335	0.00719593	0.00752278	0.00208065	0.0187432	0.203604	0.295981	0.0187432	0.23011	0.0187432	0.00726808	0.00752278	0.00199971	0.0081558	0.00726808	0.00715996	0.00778092	0.0186813	0.00881017	0.00759618	0.00873204	0.0223484	0.0084995	0.00741321	0.00723198	0.0152404	0.00826969	0.0084995	0.0135016	0.00774383	0.0135016	0.0133547	0.00730426	0.00811798	0.00178577	0.0130638	0.00759618	0.00737682	0.0371871	0.00723198	0.00789262	0.00723198	0.00811798	0.00800497	0.00800497	0.00726808	0.00877107	0.00726808	0.00755945	0.00638544	0.00785531	0.00766986	0.00789262	0.00793
ERR11728879	0.00896738	0.00770681	0.295981	0.295981	0.295981	0.295981	0.295981	0.295981	0.00770681	0.00770681	0.00770681	0.0090861	0.00873204	0.0083078	0.0081558	0.00900687	0.00808024	0.00932572	0.00912584	0.00766986	0	0	0.00823165	0.00892796	0.0882637	0.00857671	0.00928558	0.00853806	0.00861543	0.23011	0.00873204	0	0.00936594	0.00932572	0.263022	0.203604	0.00748619	0.197292	0.203604	0.00819369	0.00920555	0.219531	0.197292	0.010314	0.203604	0.0284057	0.0276006	0.00796745	0.0083078	0.00819369	0.0184352	0.203604	0.295981	0.0184352	0.23011	0.0184352	0.00857671	0.00853806	0.00819369	0.0090861	0.00853806	0.00838426	0.00808024	0.0180709	0.00900687	0.00888862	0.00928558	0.0219205	0.00888862	0.00888862	0.00853806	0.0160531	0.00884936	0.00924552	0.0134036	0.00865422	0.0134036	0.0133059	0.00873204	0.00865422	0.00823165	0.0130638	0.00873204	0.00857671	0.0376857	0.0084995	0.00877107	0.00853806	0.00940624	0.0090861	0.0090861	0.00857671	0.0101878	0.00857671	0.00877107	0.00796745	0.0090861	0.00892796	0.00892796	0.00912584
ERR11728881	0.00896738	0.00770681	0.295981	0.295981	0.295981	0.295981	0.295981	0.295981	0.00770681	0.00770681	0.00770681	0.0090861	0.00873204	0.0083078	0.0081558	0.00900687	0.00808024	0.00932572	0.00912584	0.00766986	0	0	0.00823165	0.00892796	0.0882637	0.00857671	0.00928558	0.00853806	0.00861543	0.23011	0.00873204	0	0.00936594	0.00932572	0.263022	0.203604	0.00748619	0.197292	0.203604	0.00819369	0.00920555	0.219531	0.197292	0.010314	0.203604	0.0284057	0.0276006	0.00796745	0.0083078	0.00819369	0.0184352	0.203604	0.295981	0.0184352	0.23011	0.0184352	0.00857671	0.00853806	0.00819369	0.0090861	0.00853806	0.00838426	0.00808024	0.0180709	0.00900687	0.00888862	0.00928558	0.0219205	0.00888862	0.00888862	0.00853806	0.0160531	0.00884936	0.00924552	0.0134036	0.00865422	0.0134036	0.0133059	0.00873204	0.00865422	0.00823165	0.0130638	0.00873204	0.00857671	0.0376857	0.0084995	0.00877107	0.00853806	0.00940624	0.0090861	0.0090861	0.00857671	0.0101878	0.00857671	0.00877107	0.00796745	0.0090861	0.00892796	0.00892796	0.00912584
